fips,population,median_income,business_count
21181,7613,57539,73
21183,23782,52474,356
21185,67997,117334,1311
21187,11229,56485,124
21189,4054,32844,39
21191,14638,58723,177
21193,28136,45330,546
21195,58196,41271,1094
21197,13089,38415,174
21199,65145,48768,1437
21201,2207,53798,20
21203,16171,45693,198
21205,24551,50038,527
21207,18021,48220,337
21209,57286,80782,1001
21211,48105,81012,1072
21213,19574,55907,394
21215,19549,101118,224
21217,26056,63211,603
21219,12281,57891,195
21221,14154,55864,218
21223,8510,66492,75
21225,13495,58260,248
21227,135307,63074,2913
21229,12025,65456,242
21231,19666,41583,273
21233,12951,55451,206
21235,36648,44332,607
21237,6573,28666,87
21239,26886,78295,566
22001,57674,44977,1131
22003,22798,52755,303
22005,126973,93800,2530
22007,21067,47023,240
22009,39529,38696,689
22011,36553,68525,622
22013,12958,34268,211
22015,128877,64598,2577
22017,236259,47572,6036
22019,210770,64370,4651
22021,9658,45707,169
22023,5447,69847,131
22025,8895,48259,172
22027,14203,32034,201
22029,18677,38929,349
22031,26821,49807,430
22033,454369,62083,12559
22035,7371,30856,108
22037,19452,64709,247
22039,32335,34526,498
22041,19752,41129,404
22043,22185,57362,196
22045,69958,55190,1490
22047,30210,59410,551
22049,15093,40406,240
22051,436171,63257,11783
22053,32277,52470,655
22055,243175,66617,8674
22057,97220,61381,1695
22059,14764,59926,348
22061,48323,37001,1140
22063,143425,77978,1988
22065,10028,34508,180
22067,25438,37875,431
22069,37478,41310,809
22071,380408,51116,9909
22073,159585,49261,4209
22075,23305,77996,636
22077,20652,53045,343
22079,129536,55407,3133
22081,7631,43821,125
22083,20028,48125,422
22085,22209,40777,468
22087,44038,55857,686
22089,52191,79191,984
22091,10872,46402,113
22093,20090,62946,330
22095,41986,65114,723
22097,82574,44478,1572
22099,51856,50806,936
22101,49114,47322,1095
22103,266168,76914,6807
22105,133953,55274,2598
22107,4127,35653,61
22109,108862,63088,2662
22111,21049,47068,348
22113,57202,56194,966
22115,48452,56547,666
22117,45514,41803,636
22119,36761,34263,764
22121,27377,80510,585
22123,9800,45035,166
22125,15358,71985,190
22127,13665,44922,272
23001,111532,64500,2867
23003,67237,50843,1877
23005,303357,87710,12028
23007,29839,56890,888
23009,55851,64149,2333
23011,124003,62118,3216
23013,40729,68904,1803
23015,35466,69638,1399
23017,58276,54780,1352
23019,152640,59438,4153
23021,16936,51805,466
23023,36868,77591,980
23025,50656,53527,1185
23027,39772,62694,1012
23029,31096,51669,820
23031,212691,79743,5738
24001,68161,55248,1472
24003,588109,116009,14547
24005,850737,88157,20243
24009,93244,128078,1734
24011,33320,65326,597
24013,173225,111672,4197
24015,103876,86869,1738
24017,167035,116882,2710
24019,32557,57490,658
24021,273829,115724,6348
24023,28856,64447,928
24025,261059,106417,5559
24027,332011,140971,9682
24029,19289,71635,590
24031,1056910,125583,27586
24033,957189,97935,16130
24035,50316,108332,1401
24037,113814,113668,2009
24039,24672,52149,346
24041,37663,81667,1457
24043,154645,73017,3434
24045,103815,69421,2479
24047,52827,76689,2186
24510,584548,58349,12383
25001,229436,90447,8655
25003,128763,69744,3740
25005,576699,80628,12904
25007,20543,93225,1174
25009,806103,94378,19381
25011,70980,70383,1536
25013,464575,66619,9295
25015,153931,84025,3436
25017,1623109,121304,44320
25019,14065,135590,1199
25021,722112,120621,20267
25023,529548,105387,12953
25025,785443,87669,21813
25027,858898,88524,18556
26001,10238,50295,171
26003,8866,55528,227
26005,120189,75543,2462
26007,28911,49133,801
26009,23662,68850,581
26011,15031,53487,319
26013,8245,51911,169
26015,62581,75182,935
26017,103752,57887,2028
26019,18058,71327,474
26021,153938,60379,3513
26023,44795,60600,813
26025,134011,58191,2414
26027,51604,65183,764
26029,26174,69764,844
26031,25709,59557,743
26033,36670,58408,778
26035,30998,47816,567
26037,79249,82594,1354
26039,13197,57998,303
26041,36839,53852,978
26043,25937,59651,808
26045,109072,77158,2149
26047,34072,69690,1527
26049,405280,58594,7646
26051,25461,53717,400
26053,14597,47913,354
26055,95315,75553,3435
26057,41534,57934,721
26059,45698,59425,753
26061,37414,52736,873
26063,31461,54475,887
26065,282540,62548,6085
26067,66663,71720,882
26069,25319,46224,608
26071,11585,52241,349
26073,64938,52638,1375
26075,160637,62581,2962
26077,261426,67905,5595
26079,17934,56380,339
26081,657321,76247,17226
26083,2088,55560,62
26085,12285,45946,158
26087,88687,75402,1717
26089,22426,82345,772
26091,99263,65484,1764
26093,194302,96135,4360
26095,5442,51015,165
26097,10843,60620,450
26099,878453,73876,19119
26101,25058,59467,566
26103,66376,63115,1623
26105,29178,60744,713
26107,40128,54132,717
26109,23433,54074,447
26111,83503,73643,1781
26113,15089,57667,309
26115,154823,72573,2346
26117,66901,61250,1033
26119,9261,46345,208
26121,175947,61347,3088
26123,50130,59065,827
26125,1272264,92620,39178
26127,26707,60691,477
26129,20820,50377,552
26131,5862,48316,167
26133,23022,54875,432
26135,8264,48692,187
26137,25221,62865,820
26139,296183,83932,6514
26141,13083,55986,313
26143,23556,49898,536
26145,189821,56579,4100
26147,160257,66887,3049
26149,60887,62281,1125
26151,40759,55740,811
26153,8062,55071,217
26155,68124,62498,1134
26157,53218,59815,814
26159,75636,65531,1285
26161,370231,84245,8150
26163,1781641,57223,33056
26165,33766,58652,894
27001,15859,56406,411
27003,363985,95782,8226
27005,35202,68683,956
27007,46274,62173,1251
27009,41300,70346,929
27011,5161,63024,178
27013,69022,70906,1941
27015,25880,67038,803
27017,36362,74660,680
27019,107216,116308,2619
27021,30288,61970,867
27023,12466,62112,375
27025,56927,97446,1334
27027,65307,75006,1325
27029,8541,62723,195
27031,5611,71937,289
27033,11481,63586,339
27035,66558,65975,2227
27037,439179,101360,10770
27039,20893,92890,403
27041,39081,72472,1355
27043,13931,64000,399
27045,21251,73234,586
27047,30857,65679,761
27049,47697,78338,1257
27051,6091,67600,208
27053,1270787,92595,40630
27055,18826,71580,417
27057,21479,67197,602
27059,41257,84063,952
27061,45054,63962,1144
27063,9990,68368,298
27065,16145,68995,303
27067,43686,73285,1401
27069,4191,66000,145
27071,12072,59779,374
27073,6736,66967,200
27075,10915,73860,316
27077,3786,61667,167
27079,28795,87180,719
27081,5630,64750,190
27083,25352,68919,821
27085,36727,73296,953
27087,5389,52739,97
27089,9017,69396,253
27091,19960,61674,601
27093,23352,75926,593
27095,26680,68088,719
27097,34023,66264,921
27099,40082,66972,804
27101,8170,71500,263
27103,34380,79113,695
27105,22194,62973,578
27107,6457,65278,175
27109,162307,90420,3658
27111,60072,67990,1727
27113,13995,71504,368
27115,29090,65059,631
27117,9380,68341,308
27119,31128,69540,740
27121,11312,71212,375
27123,547202,78108,13624
27125,3912,73889,95
27127,15428,65617,510
27129,14707,66313,460
27131,67152,78214,1539
27133,9659,75060,288
27135,15294,70122,413
27137,200122,66491,5305
27139,151347,118268,3516
27141,97820,99431,2239
27143,14950,74781,365
27145,158622,73105,4406
27147,37396,79722,1011
27149,9682,69737,313
27151,9806,58362,306
27153,25277,63216,562
27155,3345,63456,117
27157,21460,75063,568
27159,14108,54747,384
27161,18953,71856,449
27163,268651,110828,6243
27165,11205,65197,293
27167,6454,67114,146
27169,49792,66162,1155
27171,142543,102980,3556
27173,9569,70605,324
28001,29425,37271,735
28003,34717,47716,779
28005,12683,34866,183
28007,17842,42680,340
28009,7637,38750,77
28011,30688,37845,680
28013,13193,44505,236
28015,9930,42285,119
28017,17024,40224,319
28019,8208,41887,126
28021,9044,34282,100
28023,15553,46329,218
28025,18598,37412,336
28027,21264,36075,505
28029,28210,46889,447
28031,18323,40164,328
28033,186214,79666,3186
28035,77917,49340,1720
28037,7690,43942,119
28039,24547,51349,335
28041,13672,50000,121
28043,21474,45745,540
28045,46010,63623,773
28047,208748,55211,4274
28049,226541,48596,5073
28051,16848,28818,222
28053,7744,31907,133
28055,1206,17900,15
28057,23888,57252,387
28059,143721,60045,2340
28061,16320,43914,201
28063,7207,31544,64
28065,11291,36473,127
28067,67152,49451,1296
28069,8980,42947,110
28071,56172,59748,1360
28073,64425,67972,1473
28075,72741,45649,1796
28077,11933,41096,176
28079,21335,46669,318
28081,83343,64479,2536
28083,27920,33115,664
28085,34855,47069,795
28087,58547,53687,1421
28089,109257,79105,3335
28091,24362,38399,576
28093,33980,51431,489
28095,34168,51190,603
28097,9803,36845,193
28099,28970,47400,500
28101,21275,49160,329
28103,10261,42298,199
28105,51388,42953,955
28107,33157,47894,603
28109,56351,54220,851
28111,11511,48333,139
28113,40098,40131,917
28115,31202,54414,513
28117,24945,51578,487
28119,6113,31192,107
28121,157185,76460,3819
28123,27943,44968,480
28125,3910,41000,104
28127,25889,50867,442
28129,14310,51983,160
28131,18360,55894,282
28133,25867,37403,414
28135,12621,35428,153
28137,28094,61286,388
28139,21769,47968,374
28141,18837,45545,376
28143,9787,41676,175
28145,27880,55970,520
28147,13888,37145,206
28149,44341,54117,975
28151,44604,38394,1049
28153,19760,34875,354
28155,9942,55657,161
28157,8531,34928,122
28159,17741,45516,386
28161,12499,47006,159
28163,27467,41867,347
29001,25299,51020,562
29003,18069,68774,281
29005,5270,58521,181
29007,24873,51745,510
29009,34701,55592,723
29011,11683,48105,233
29013,16101,54122,350
29015,19616,50229,393
29017,10658,52306,205
29019,184043,66564,4615
29021,84544,58303,2066
29023,42280,47245,1034
29025,8876,58269,155
29027,44517,70599,746
29029,43227,59834,1471
29031,81703,65070,2342
29033,8513,59101,202
29035,5299,45737,148
29037,108205,82473,2107
29039,14314,43589,303
29041,7417,61910,195
29043,89568,75787,1999
29045,6693,53362,140
29047,253085,82264,5399
29049,21155,66494,375
29051,76890,70667,2200
29053,16893,62239,385
29055,23023,52367,494
29057,7598,46806,137
29059,17158,46547,293
29061,8418,59706,157
29063,11838,67910,214
29065,14509,51410,299
29067,11803,47848,203
29069,28174,44868,659
29071,104858,70111,2677
29073,14801,62638,400
29075,6219,53799,185
29077,299188,54968,8558
29079,9878,51045,229
29081,8190,51809,181
29083,22064,54903,575
29085,8452,33302,155
29087,4274,55153,136
29089,10142,59023,187
29091,39960,46401,1113
29093,9538,53401,196
29095,715526,65169,18253
29097,122788,54963,2805
29099,226984,77217,3881
29101,54025,62503,945
29103,3772,49167,97
29105,36060,49202,752
29107,32858,78397,719
29109,38231,52225,686
29111,9987,49779,184
29113,60172,82543,975
29115,11892,58435,295
29117,14402,58772,397
29119,23381,46494,313
29121,15173,54113,348
29123,12649,54042,254
29125,8454,56491,129
29127,28525,62492,817
29129,3517,55592,74
29131,24855,53490,712
29133,12305,40833,227
29135,15401,66792,332
29137,8668,50245,167
29139,11421,58660,248
29141,21169,48841,529
29143,16341,44092,408
29145,59019,60313,1247
29147,21140,53917,484
29149,8783,41365,178
29151,13374,70313,271
29153,8688,39125,156
29155,15555,37426,315
29157,18970,61486,502
29159,43059,57581,1030
29161,44843,53242,1032
29163,17719,53363,383
29165,107033,92543,2538
29167,31877,54487,607
29169,53726,62541,659
29171,4698,50950,82
29173,10356,62615,219
29175,24652,51480,525
29177,23122,69779,348
29179,6102,43856,135
29181,10839,42541,293
29183,406262,99596,8784
29185,9330,43483,164
29186,18494,61215,405
29187,66814,53083,1394
29189,999703,78067,30807
29195,23219,55396,459
29197,4066,53728,74
29199,4720,58656,132
29201,38055,54621,1021
29203,7132,46767,150
29205,6049,50387,165
29207,28656,51703,666
29209,31314,58392,714
29211,5983,53438,103
29213,56202,54467,1906
29215,24828,42870,437
29217,19777,53318,479
29219,35729,75531,627
29221,23580,49364,367
29223,11081,42758,216
29225,39265,65103,697
29227,1982,43536,49
29229,18475,43573,401
29510,298018,52941,9373
30001,9469,55867,393
30003,13090,52463,190
30005,7030,58507,132
30007,6977,61679,184
30009,10645,66780,417
30011,1332,46486,28
30013,84423,61351,2423
30015,5897,51791,147
30017,11957,61114,431
30019,1535,47378,73
30021,8915,68168,309
30023,9435,46436,295
30025,2941,79750,128
30027,11496,58321,432
30029,105950,68025,4737
30031,119685,83434,6473
30033,976,61786,29
30035,13781,41078,232
30037,841,54792,13
30039,3368,53917,110
30041,16238,58427,493
30043,12273,73875,322
30045,2039,58750,57
30047,31509,58009,913
30049,71487,71967,2493
30051,1993,48047,69
30053,20157,44593,646
30055,1746,79022,54
30057,8742,61226,394
30059,1948,55753,82
30061,4652,56098,127
30063,118541,66840,4704
30065,4924,54875,107
30067,17320,67602,909
30069,416,57981,11
30071,4233,61250,136
30073,5987,59861,178
30075,1773,60313,75
30077,6998,60994,162
30079,1283,44107,33
30081,44876,67424,1626
30083,11366,67515,510
30085,10799,51038,209
30087,8310,57656,181
30089,12615,47110,386
30091,3700,67457,157
30093,35306,56297,1156
30095,8978,78380,251
30097,3697,64872,180
30099,6238,65224,223
30101,5018,54040,166
30103,680,70096,16
30105,7552,59725,264
30107,2060,48272,64
30109,1119,58750,29
30111,165524,72300,5788
31001,31143,61502,966
31003,6302,61924,217
31005,485,66667,12
31007,670,62375,6
31009,384,52083,13
31011,5397,66800,199
31013,10778,67893,294
31015,1767,57120,57
31017,2691,44267,142
31019,50103,70093,1759
31021,6717,54950,186
31023,8373,75690,211
31025,26749,87673,598
31027,8375,72035,302
31029,3704,57313,163
31031,5473,62373,223
31033,9489,54038,278
31035,6088,73933,183
31037,10563,71205,250
31039,9000,68917,338
31041,10566,62288,356
31043,21308,66112,428
31045,8279,53760,243
31047,24037,67462,690
31049,1858,58875,50
31051,5579,60568,111
31053,37175,66793,983
31055,582638,76083,16393
31057,1825,58977,58
31059,5557,72335,209
31061,2901,55625,78
31063,2491,62928,64
31065,4630,58895,155
31067,21654,60035,656
31069,1778,47139,43
31071,1833,64957,103
31073,1873,76583,62
31075,649,65139,27
31077,2212,52813,77
31079,62575,63553,1847
31081,9400,73254,323
31083,3094,64583,97
31085,919,59405,18
31087,2620,49456,69
31089,10149,66325,427
31091,659,43333,25
31093,6476,70766,159
31095,7185,54494,216
31097,5294,64352,102
31099,6655,74276,181
31101,8303,59511,338
31103,987,63977,16
31105,3395,53151,119
31107,8415,61250,257
31109,322063,70387,8794
31111,34532,63019,1033
31113,839,69250,19
31115,629,50000,16
31117,456,58250,7
31119,35538,61139,1232
31121,7675,57873,236
31123,4562,57325,111
31125,3366,60054,90
31127,7019,57196,178
31129,4092,66000,169
31131,15995,73031,457
31133,2553,55833,65
31135,2860,61786,125
31137,8966,65114,342
31139,7301,65603,233
31141,34219,69943,1038
31143,5182,67695,138
31145,10690,58344,395
31147,7850,50321,248
31149,1312,57566,47
31151,14275,71104,318
31153,191272,95911,3914
31155,22374,84474,565
31157,36048,60137,1039
31159,17644,79677,464
31161,5102,53609,153
31163,2970,60194,87
31165,1162,50833,15
31167,5828,76035,110
31169,5006,60305,211
31171,592,70069,25
31173,6716,63459,130
31175,4053,62321,192
31177,20884,89671,631
31179,9701,64951,246
31181,3410,62571,88
31183,771,59167,20
31185,14212,72914,524
32001,25409,69922,479
32003,2265926,69911,51465
32005,49476,84262,1672
32007,53600,87755,1145
32009,980,40694,10
32011,1622,73929,39
32013,17266,75574,420
32015,5728,92388,97
32017,4507,67412,77
32019,59435,70026,836
32021,4568,46625,60
32023,51698,53602,790
32027,6587,66304,61
32029,4095,86932,88
32031,486674,81531,13559
32033,8997,71297,191
32510,58249,67465,1896
33001,63914,80719,1870
33003,50679,77049,1879
33005,76610,76551,1972
33007,31430,55247,821
33009,90836,79949,2907
33011,422733,95112,11040
33013,153918,88806,4184
33015,315169,110225,9986
33017,130965,83212,2710
33019,43356,70788,928
34001,274339,73113,6145
34003,953243,118714,31524
34005,461853,102615,10438
34007,522581,82005,11459
34009,95456,83870,3764
34011,153588,62310,2772
34013,853374,73785,19179
34015,302621,99668,6223
34017,712029,86854,13888
34019,129099,133534,3704
34021,383732,92697,9706
34023,860147,105206,21897
34025,643064,118527,19326
34027,508816,130808,16298
34029,638691,82379,14246
34031,519986,84465,12000
34033,64840,73378,1139
34035,344978,131948,9727
34037,144808,111094,3133
34039,572079,95000,13996
34041,109739,92620,2362
35001,674692,62220,15998
35003,3635,44777,66
35005,64701,49673,1351
35006,27211,49866,286
35007,12370,46286,371
35009,48327,55427,999
35011,1695,34702,46
35013,219870,51232,3761
35015,61264,77458,1512
35017,28006,44895,534
35019,4413,38713,86
35021,671,39489,11
35023,4160,53651,91
35025,73103,65855,1657
35027,20222,47919,679
35028,19253,135801,373
35029,25393,38241,376
35031,72073,44029,943
35033,4208,40231,44
35035,67850,50833,925
35037,8641,38998,206
35039,40285,52031,536
35041,19142,52644,331
35043,149460,76424,1869
35045,121798,50734,2455
35047,27215,43490,427
35049,154481,70522,4831
35051,11506,35256,215
35053,16453,40699,225
35055,34475,55145,1057
35057,15203,50727,204
35059,4074,41714,86
35061,76613,56246,957
36001,315041,78829,9328
36003,47222,58725,728
36005,1443229,47036,18186
36007,198365,58317,4003
36009,77000,56889,1495
36011,76171,63227,1531
36013,127440,54625,2664
36015,83584,61358,1643
36017,47096,61741,847
36019,79839,67097,1733
36021,61469,81741,1778
36023,46755,65029,980
36025,44637,58338,1085
36027,296467,94578,7433
36029,951232,68014,22416
36031,37314,68090,1179
36033,47459,60270,921
36035,53280,60557,1138
36037,58204,68178,1226
36039,48067,70294,1169
36041,5090,66891,188
36043,60293,68104,1081
36045,117445,62782,2352
36047,2679620,74692,60330
36049,26690,64401,504
36051,61980,70443,1184
36053,68020,68869,1274
36055,756406,71450,17417
36057,49624,58033,1032
36059,1389160,137709,48235
36061,1645867,99880,96083
36063,212230,65882,4508
36065,231055,66402,4732
36067,472637,71479,11269
36069,112288,76603,2881
36071,401237,91806,9887
36073,40148,61069,653
36075,118037,65054,2085
36077,59678,65778,1281
36079,97942,120970,2897
36081,2360826,82431,49895
36083,160943,83734,3042
36085,492925,96185,9361
36087,337326,106173,10543
36089,108670,58339,1815
36091,236328,97038,5372
36093,159447,75056,2924
36095,29970,71479,559
36097,17855,61316,379
36099,33651,64050,697
36101,93584,62506,1757
36103,1524486,122498,49818
36105,78725,67841,1998
36107,48344,70427,729
36109,102555,69995,2255
36111,182153,77197,4911
36113,65684,74531,2215
36115,61310,68703,1043
36117,91324,71007,1676
36119,997904,114651,31012
36121,40338,65066,762
36123,24713,63974,524
37001,171779,60866,3493
37003,36505,62764,582
37005,10989,42115,258
37007,22200,42000,380
37009,26759,49176,547
37011,17679,53513,510
37013,44711,56081,1097
37015,17818,41652,281
37017,29807,40476,531
37019,139721,71193,2792
37021,269449,66531,9401
37023,87799,53732,1490
37025,226396,83828,4966
37027,80716,52362,1365
37029,10547,79120,123
37031,68353,66965,2108
37033,22747,56999,241
37035,161011,62070,4261
37037,76754,84222,1581
37039,28868,49254,607
37041,13835,51188,359
37043,11186,57065,226
37045,99527,50723,1974
37047,50827,43206,952
37049,101098,61676,2187
37051,335207,55551,5832
37053,28616,82793,692
37055,37160,79742,2000
37057,169498,58473,2860
37059,43030,69105,859
37061,49312,49376,878
37063,325101,74927,7914
37065,49067,46370,716
37067,383739,61229,8828
37069,69680,70493,1150
37071,228972,62628,4468
37073,10509,55750,120
37075,8047,46010,162
37077,61161,68079,917
37079,20407,50320,284
37081,539557,62880,14096
37083,48772,41629,930
37085,134718,64992,1836
37087,62152,56596,1451
37089,116469,65508,2947
37091,21633,46196,463
37093,52612,57141,491
37095,4636,43724,148
37097,187839,73103,5184
37099,42388,51482,1036
37101,219042,75288,3768
37103,9263,53053,133
37105,63560,60941,1390
37107,55071,43063,1179
37109,87933,75672,1909
37111,44629,53532,809
37113,37088,51042,1213
37115,21414,56664,369
37117,21992,44799,425
37119,1115403,79265,35062
37121,14989,55534,376
37123,25839,55523,502
37125,100759,77981,2386
37127,95015,56770,2085
37129,228134,67515,8184
37131,17528,45698,256
37133,203686,59976,3004
37135,145919,85785,3330
37137,12317,55867,245
37139,40454,61411,918
37141,61592,74538,1278
37143,13053,59401,183
37145,39131,60688,704
37147,171196,54915,3718
37149,19538,60465,467
37151,144403,56423,2587
37153,43149,42354,797
37155,117573,39393,1795
37157,91209,50737,1614
37159,147067,59717,2766
37161,64680,50512,1242
37163,59317,49963,1005
37165,34222,41948,612
37167,62723,60634,1388
37169,44696,57539,654
37171,71429,52743,1624
37173,14130,52818,399
37175,33131,62056,930
37177,3389,55341,67
37179,240109,95533,5373
37181,42492,48340,850
37183,1132103,96734,32026
37185,18803,42282,273
37187,11051,38927,224
37189,54540,50034,1679
37191,117480,54323,2152
37193,66125,49119,1150
37195,78667,49827,1816
37197,37280,57486,617
37199,18538,53103,342
38001,2190,57950,90
38003,10826,64447,348
38005,5960,63220,74
38007,839,74000,61
38009,6411,80113,255
38011,2975,79709,153
38013,2184,94583,75
38015,98443,82141,3121
38017,186328,73249,5804
38019,3691,61174,131
38021,5003,60250,194
38023,2195,95938,83
38025,4049,91758,187
38027,2345,50375,75
38029,3297,63750,120
38031,3388,78426,138
38033,1734,84750,72
38035,72927,64698,1896
38037,2320,57069,78
38039,2309,66688,84
38041,2477,66797,91
38043,2391,57240,77
38045,4135,70227,150
38047,1849,59750,65
38049,5326,78071,137
38051,2529,64375,116
38053,14081,83813,556
38055,9781,80556,259
38057,8366,82155,242
38059,33192,79555,886
38061,9648,81886,374
38063,3025,62219,121
38065,1832,69722,47
38067,6853,64243,250
38069,3999,59583,162
38071,11613,61490,430
38073,5663,71462,206
38075,2282,77067,105
38077,16548,67089,521
38079,12292,53806,201
38081,3828,75648,112
38083,1338,68684,40
38085,3896,41201,30
38087,837,70625,16
38089,32989,78734,1183
38091,1774,85750,60
38093,21609,59167,633
38095,2152,61250,83
38097,8004,81157,286
38099,10553,68082,368
38101,69532,78143,1980
38103,3990,59732,169
38105,39076,86139,1577
39001,27509,46234,396
39003,102087,58976,2284
39005,52522,62254,1036
39007,97666,53663,1819
39009,61276,48750,1033
39011,46263,75231,987
39013,66554,56943,1353
39015,43715,66677,565
39017,388327,77062,7386
39019,26761,59872,459
39021,38715,70486,567
39023,135877,58954,2186
39025,208851,79573,3663
39027,42077,64210,695
39029,101723,55473,1919
39031,36629,52048,612
39033,41861,52486,771
39035,1256620,60074,31738
39037,51751,60237,1138
39039,38300,69302,816
39041,216074,123995,5043
39043,75299,65171,1783
39045,159371,82969,2737
39047,28901,56773,562
39049,1318149,71070,30187
39051,42602,71453,934
39053,29276,55533,557
39055,95455,97162,2761
39057,167567,81243,3272
39059,38409,53901,812
39061,827671,68249,20857
39063,75072,67006,1672
39065,30622,55876,420
39067,14528,54056,258
39069,27601,71616,572
39071,43285,60522,695
39073,28104,59007,492
39075,44273,72987,1352
39077,58518,64144,1082
39079,32563,56549,597
39081,65280,53124,1163
39083,62657,71246,1093
39085,232236,76835,5513
39087,57994,51846,797
39089,178844,78505,3146
39091,46098,69125,827
39093,313101,67272,5574
39095,430014,57265,9394
39097,43961,77062,711
39099,227979,54279,5268
39101,65366,55106,1070
39103,182347,89968,4033
39105,22242,46255,318
39107,42321,73278,1034
39109,108818,71440,2108
39111,13401,55381,259
39113,536121,61942,10993
39115,13851,51056,162
39117,35049,70412,438
39119,86393,56810,1665
39121,14216,51547,218
39123,40367,69515,1023
39125,18827,65331,307
39127,35451,62899,450
39129,58809,67600,813
39131,27151,50832,406
39133,161217,69796,3047
39135,40929,66355,661
39137,34400,79453,730
39139,125008,56557,2599
39141,76957,58048,1233
39143,58885,60814,1276
39145,73716,46360,1226
39147,55062,62476,1014
39149,48145,73502,974
39151,374199,63130,8029
39153,539361,68360,13393
39155,201749,53537,3788
39157,92840,61953,2080
39159,63411,104496,1119
39161,28833,64841,527
39163,12790,50967,148
39165,243189,103128,4547
39167,59639,59053,1338
39169,116680,70320,2519
39171,36973,60632,782
39173,131564,70537,2759
39175,21818,68552,493
40001,19726,44955,236
40003,5683,75028,118
40005,14117,49181,260
40007,5071,62981,141
40009,22295,51499,728
40011,8661,56843,235
40013,46528,54289,875
40015,26910,52443,443
40017,156681,82364,2904
40019,48202,56390,1572
40021,47412,52410,768
40023,14285,43252,294
40025,2272,57100,66
40027,295060,71757,6009
40029,5287,47117,77
40031,121777,57150,2126
40033,5537,60208,82
40035,14144,48018,358
40037,72076,61657,1374
40039,28391,58669,915
40041,40791,53290,779
40043,4504,61310,168
40045,3755,57768,114
40047,62456,64165,1552
40049,25806,53600,716
